cancer,year,sex,race,stage,age,summary_interval,starting_count,net_relative,net_rel_cum_cis_lower,net_rel_cum_cis_upper
melanoma of the skin,2000-2017,male,black,late,<65,84 mo,18,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,<65,96 mo,18,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,<65,108 mo,18,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,<65,120 mo,18,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,0 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,12 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,24 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,36 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,48 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,60 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,72 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,84 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,96 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,108 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,late,>65,120 mo,8,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,0 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,12 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,24 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,36 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,48 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,60 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,72 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,84 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,96 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,108 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,all ages,120 mo,5,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,0 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,12 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,24 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,36 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,48 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,60 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,72 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,84 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,96 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,108 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,<65,120 mo,3,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,0 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,12 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,24 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,36 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,48 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,60 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,72 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,84 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,96 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,108 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,black,unstaged,>65,120 mo,2,NA,NA,NA
melanoma of the skin,2000-2017,male,all races,invasive,all ages,0 mo,20880,100,NA,NA
melanoma of the skin,2000-2017,male,all races,invasive,all ages,12 mo,20880,95.5,95.2,95.9
melanoma of the skin,2000-2017,male,all races,invasive,all ages,24 mo,20880,92.2,91.7,92.7
melanoma of the skin,2000-2017,male,all races,invasive,all ages,36 mo,20880,89.5,88.9,90.1
melanoma of the skin,2000-2017,male,all races,invasive,all ages,48 mo,20880,87.7,87,88.3
melanoma of the skin,2000-2017,male,all races,invasive,all ages,60 mo,20880,86,85.2,86.7
melanoma of the skin,2000-2017,male,all races,invasive,all ages,72 mo,20880,84.8,83.9,85.6
melanoma of the skin,2000-2017,male,all races,invasive,all ages,84 mo,20880,83.2,82.2,84.1
melanoma of the skin,2000-2017,male,all races,invasive,all ages,96 mo,20880,81.8,80.7,82.8
melanoma of the skin,2000-2017,male,all races,invasive,all ages,108 mo,20880,80.6,79.4,81.7
melanoma of the skin,2000-2017,male,all races,invasive,all ages,120 mo,20880,78.9,77.6,80.2
melanoma of the skin,2000-2017,male,all races,invasive,<65,0 mo,11463,100,NA,NA
melanoma of the skin,2000-2017,male,all races,invasive,<65,12 mo,11463,96.2,95.8,96.6
melanoma of the skin,2000-2017,male,all races,invasive,<65,24 mo,11463,93.8,93.3,94.3
melanoma of the skin,2000-2017,male,all races,invasive,<65,36 mo,11463,91.9,91.3,92.5
melanoma of the skin,2000-2017,male,all races,invasive,<65,48 mo,11463,90.5,89.8,91.1
melanoma of the skin,2000-2017,male,all races,invasive,<65,60 mo,11463,89.4,88.7,90
melanoma of the skin,2000-2017,male,all races,invasive,<65,72 mo,11463,88.4,87.7,89.2
melanoma of the skin,2000-2017,male,all races,invasive,<65,84 mo,11463,87.9,87,88.6
melanoma of the skin,2000-2017,male,all races,invasive,<65,96 mo,11463,87.4,86.5,88.2
melanoma of the skin,2000-2017,male,all races,invasive,<65,108 mo,11463,86.9,86,87.8
melanoma of the skin,2000-2017,male,all races,invasive,<65,120 mo,11463,86.6,85.6,87.5
melanoma of the skin,2000-2017,male,all races,invasive,>65,0 mo,9417,100,NA,NA
melanoma of the skin,2000-2017,male,all races,invasive,>65,12 mo,9417,94.7,94,95.3
melanoma of the skin,2000-2017,male,all races,invasive,>65,24 mo,9417,90.3,89.4,91.2
melanoma of the skin,2000-2017,male,all races,invasive,>65,36 mo,9417,86.6,85.4,87.6
melanoma of the skin,2000-2017,male,all races,invasive,>65,48 mo,9417,84.3,83,85.5
melanoma of the skin,2000-2017,male,all races,invasive,>65,60 mo,9417,81.7,80.2,83.2
melanoma of the skin,2000-2017,male,all races,invasive,>65,72 mo,9417,80.2,78.5,81.8
melanoma of the skin,2000-2017,male,all races,invasive,>65,84 mo,9417,77.2,75.2,79
melanoma of the skin,2000-2017,male,all races,invasive,>65,96 mo,9417,74.5,72.3,76.6
melanoma of the skin,2000-2017,male,all races,invasive,>65,108 mo,9417,72.3,69.8,74.6
melanoma of the skin,2000-2017,male,all races,invasive,>65,120 mo,9417,68.8,66,71.5
melanoma of the skin,2000-2017,male,all races,early,all ages,0 mo,24972,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,all ages,12 mo,24972,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,all ages,24 mo,24972,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,all ages,36 mo,24972,99.1,98.6,99.5
melanoma of the skin,2000-2017,male,all races,early,all ages,48 mo,24972,98.5,97.9,98.9
melanoma of the skin,2000-2017,male,all races,early,all ages,60 mo,24972,97.3,96.6,97.9
melanoma of the skin,2000-2017,male,all races,early,all ages,72 mo,24972,96.6,95.7,97.2
melanoma of the skin,2000-2017,male,all races,early,all ages,84 mo,24972,95.5,94.6,96.3
melanoma of the skin,2000-2017,male,all races,early,all ages,96 mo,24972,94.2,93.1,95.1
melanoma of the skin,2000-2017,male,all races,early,all ages,108 mo,24972,93.3,92.1,94.4
melanoma of the skin,2000-2017,male,all races,early,all ages,120 mo,24972,91.9,90.5,93.1
melanoma of the skin,2000-2017,male,all races,early,<65,0 mo,12840,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,<65,12 mo,12840,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,<65,24 mo,12840,100,0,100
melanoma of the skin,2000-2017,male,all races,early,<65,36 mo,12840,99.6,99.2,99.8
melanoma of the skin,2000-2017,male,all races,early,<65,48 mo,12840,99.3,98.8,99.5
melanoma of the skin,2000-2017,male,all races,early,<65,60 mo,12840,98.7,98.2,99.1
melanoma of the skin,2000-2017,male,all races,early,<65,72 mo,12840,98.2,97.6,98.6
melanoma of the skin,2000-2017,male,all races,early,<65,84 mo,12840,98.1,97.4,98.6
melanoma of the skin,2000-2017,male,all races,early,<65,96 mo,12840,97.8,97.1,98.3
melanoma of the skin,2000-2017,male,all races,early,<65,108 mo,12840,97.8,97,98.3
melanoma of the skin,2000-2017,male,all races,early,<65,120 mo,12840,97.7,96.8,98.3
melanoma of the skin,2000-2017,male,all races,early,>65,0 mo,12132,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,>65,12 mo,12132,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,>65,24 mo,12132,100,NA,NA
melanoma of the skin,2000-2017,male,all races,early,>65,36 mo,12132,98.6,97.5,99.2
melanoma of the skin,2000-2017,male,all races,early,>65,48 mo,12132,97.6,96.4,98.4
melanoma of the skin,2000-2017,male,all races,early,>65,60 mo,12132,95.8,94.4,96.9
melanoma of the skin,2000-2017,male,all races,early,>65,72 mo,12132,94.7,93.1,96
melanoma of the skin,2000-2017,male,all races,early,>65,84 mo,12132,92.6,90.7,94.1
melanoma of the skin,2000-2017,male,all races,early,>65,96 mo,12132,90.1,87.9,91.9
melanoma of the skin,2000-2017,male,all races,early,>65,108 mo,12132,88.2,85.7,90.3
melanoma of the skin,2000-2017,male,all races,early,>65,120 mo,12132,85,82.2,87.4
melanoma of the skin,2000-2017,male,all races,late,all ages,0 mo,3737,100,NA,NA
melanoma of the skin,2000-2017,male,all races,late,all ages,12 mo,3737,77.1,75.6,78.5
melanoma of the skin,2000-2017,male,all races,late,all ages,24 mo,3737,64.8,63.1,66.4
melanoma of the skin,2000-2017,male,all races,late,all ages,36 mo,3737,57,55.2,58.8
melanoma of the skin,2000-2017,male,all races,late,all ages,48 mo,3737,52.1,50.2,54
melanoma of the skin,2000-2017,male,all races,late,all ages,60 mo,3737,48.9,46.9,50.9
melanoma of the skin,2000-2017,male,all races,late,all ages,72 mo,3737,46.8,44.7,48.8
melanoma of the skin,2000-2017,male,all races,late,all ages,84 mo,3737,44.8,42.6,47
melanoma of the skin,2000-2017,male,all races,late,all ages,96 mo,3737,43.5,41.1,45.7
melanoma of the skin,2000-2017,male,all races,late,all ages,108 mo,3737,42.6,40.2,45
melanoma of the skin,2000-2017,male,all races,late,all ages,120 mo,3737,40.6,38,43.3
melanoma of the skin,2000-2017,male,all races,late,<65,0 mo,2061,100,NA,NA
melanoma of the skin,2000-2017,male,all races,late,<65,12 mo,2061,80.3,78.5,82
melanoma of the skin,2000-2017,male,all races,late,<65,24 mo,2061,69.7,67.6,71.7
melanoma of the skin,2000-2017,male,all races,late,<65,36 mo,2061,62.7,60.5,64.9
melanoma of the skin,2000-2017,male,all races,late,<65,48 mo,2061,57.7,55.4,60
melanoma of the skin,2000-2017,male,all races,late,<65,60 mo,2061,55.6,53.2,57.9
melanoma of the skin,2000-2017,male,all races,late,<65,72 mo,2061,54.1,51.7,56.5
melanoma of the skin,2000-2017,male,all races,late,<65,84 mo,2061,52.8,50.3,55.2
melanoma of the skin,2000-2017,male,all races,late,<65,96 mo,2061,51.6,49,54.1
melanoma of the skin,2000-2017,male,all races,late,<65,108 mo,2061,50.3,47.6,52.9
melanoma of the skin,2000-2017,male,all races,late,<65,120 mo,2061,49.3,46.5,51.9
melanoma of the skin,2000-2017,male,all races,late,>65,0 mo,1676,100,NA,NA
melanoma of the skin,2000-2017,male,all races,late,>65,12 mo,1676,73.2,70.8,75.4
melanoma of the skin,2000-2017,male,all races,late,>65,24 mo,1676,58.7,55.9,61.4
melanoma of the skin,2000-2017,male,all races,late,>65,36 mo,1676,50,47.1,52.9
melanoma of the skin,2000-2017,male,all races,late,>65,48 mo,1676,45,41.9,48.1
melanoma of the skin,2000-2017,male,all races,late,>65,60 mo,1676,40.4,37.2,43.7
melanoma of the skin,2000-2017,male,all races,late,>65,72 mo,1676,37.3,33.7,40.8
melanoma of the skin,2000-2017,male,all races,late,>65,84 mo,1676,34.5,30.7,38.3
melanoma of the skin,2000-2017,male,all races,late,>65,96 mo,1676,32.8,28.8,36.8
melanoma of the skin,2000-2017,male,all races,late,>65,108 mo,1676,32.1,28,36.1
melanoma of the skin,2000-2017,male,all races,late,>65,120 mo,1676,29.1,24.4,34
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,0 mo,1788,100,NA,NA
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,12 mo,1788,93.4,91.8,94.7
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,24 mo,1788,91,89,92.6
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,36 mo,1788,88,85.6,90
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,48 mo,1788,86.1,83.5,88.4
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,60 mo,1788,84.3,81.3,86.9
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,72 mo,1788,83.7,80.6,86.4
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,84 mo,1788,79.7,75.7,83.1
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,96 mo,1788,79,74.9,82.5
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,108 mo,1788,75.1,70.2,79.3
melanoma of the skin,2000-2017,male,all races,unstaged,all ages,120 mo,1788,72.1,66.6,76.9
melanoma of the skin,2000-2017,male,all races,unstaged,<65,0 mo,834,100,NA,NA
melanoma of the skin,2000-2017,male,all races,unstaged,<65,12 mo,834,95.5,93.7,96.8
melanoma of the skin,2000-2017,male,all races,unstaged,<65,24 mo,834,94,91.9,95.6
melanoma of the skin,2000-2017,male,all races,unstaged,<65,36 mo,834,92.4,90.1,94.2
melanoma of the skin,2000-2017,male,all races,unstaged,<65,48 mo,834,90.7,88.1,92.7
melanoma of the skin,2000-2017,male,all races,unstaged,<65,60 mo,834,89.3,86.4,91.6
melanoma of the skin,2000-2017,male,all races,unstaged,<65,72 mo,834,88.5,85.4,90.9
melanoma of the skin,2000-2017,male,all races,unstaged,<65,84 mo,834,86.7,83.4,89.4
melanoma of the skin,2000-2017,male,all races,unstaged,<65,96 mo,834,86.7,83.4,89.4
melanoma of the skin,2000-2017,male,all races,unstaged,<65,108 mo,834,85.7,82,88.7
melanoma of the skin,2000-2017,male,all races,unstaged,<65,120 mo,834,84.9,81,88.1
melanoma of the skin,2000-2017,male,all races,unstaged,>65,0 mo,954,100,NA,NA
melanoma of the skin,2000-2017,male,all races,unstaged,>65,12 mo,954,91.6,89,93.7
melanoma of the skin,2000-2017,male,all races,unstaged,>65,24 mo,954,88.4,85,91
melanoma of the skin,2000-2017,male,all races,unstaged,>65,36 mo,954,84.1,80.1,87.3
melanoma of the skin,2000-2017,male,all races,unstaged,>65,48 mo,954,82,77.5,85.8
melanoma of the skin,2000-2017,male,all races,unstaged,>65,60 mo,954,80,74.7,84.2
melanoma of the skin,2000-2017,male,all races,unstaged,>65,72 mo,954,78.7,73.3,83.1
melanoma of the skin,2000-2017,male,all races,unstaged,>65,84 mo,954,73.1,66.1,78.9
melanoma of the skin,2000-2017,male,all races,unstaged,>65,96 mo,954,71.5,64.3,77.6
melanoma of the skin,2000-2017,male,all races,unstaged,>65,108 mo,954,64.7,56.2,72
melanoma of the skin,2000-2017,male,all races,unstaged,>65,120 mo,954,59.3,49.5,67.8
melanoma of the skin,2000-2017,female,white,invasive,all ages,0 mo,16719,100,NA,NA
melanoma of the skin,2000-2017,female,white,invasive,all ages,12 mo,16719,97.5,97.2,97.8
melanoma of the skin,2000-2017,female,white,invasive,all ages,24 mo,16719,95.3,94.8,95.7
melanoma of the skin,2000-2017,female,white,invasive,all ages,36 mo,16719,93.7,93.1,94.2
melanoma of the skin,2000-2017,female,white,invasive,all ages,48 mo,16719,92.6,92,93.2
melanoma of the skin,2000-2017,female,white,invasive,all ages,60 mo,16719,91.7,91,92.3
melanoma of the skin,2000-2017,female,white,invasive,all ages,72 mo,16719,90.8,90,91.5
melanoma of the skin,2000-2017,female,white,invasive,all ages,84 mo,16719,90,89.1,90.8
melanoma of the skin,2000-2017,female,white,invasive,all ages,96 mo,16719,89.4,88.4,90.3
melanoma of the skin,2000-2017,female,white,invasive,all ages,108 mo,16719,89,88,90
melanoma of the skin,2000-2017,female,white,invasive,all ages,120 mo,16719,88.9,87.7,90
melanoma of the skin,2000-2017,female,white,invasive,<65,0 mo,10955,100,NA,NA
melanoma of the skin,2000-2017,female,white,invasive,<65,12 mo,10955,98.6,98.3,98.8
melanoma of the skin,2000-2017,female,white,invasive,<65,24 mo,10955,97.3,96.9,97.6
melanoma of the skin,2000-2017,female,white,invasive,<65,36 mo,10955,96.4,96,96.8
melanoma of the skin,2000-2017,female,white,invasive,<65,48 mo,10955,95.8,95.3,96.2
melanoma of the skin,2000-2017,female,white,invasive,<65,60 mo,10955,95.2,94.7,95.7
melanoma of the skin,2000-2017,female,white,invasive,<65,72 mo,10955,94.9,94.3,95.4
melanoma of the skin,2000-2017,female,white,invasive,<65,84 mo,10955,94.6,94,95.1
melanoma of the skin,2000-2017,female,white,invasive,<65,96 mo,10955,94.3,93.7,94.9
melanoma of the skin,2000-2017,female,white,invasive,<65,108 mo,10955,94.2,93.5,94.8
melanoma of the skin,2000-2017,female,white,invasive,<65,120 mo,10955,94.2,93.4,94.8
melanoma of the skin,2000-2017,female,white,invasive,>65,0 mo,5764,100,NA,NA
melanoma of the skin,2000-2017,female,white,invasive,>65,12 mo,5764,95.6,94.8,96.3
melanoma of the skin,2000-2017,female,white,invasive,>65,24 mo,5764,91.5,90.3,92.4
melanoma of the skin,2000-2017,female,white,invasive,>65,36 mo,5764,88.5,87.1,89.7
melanoma of the skin,2000-2017,female,white,invasive,>65,48 mo,5764,86.5,85,88
melanoma of the skin,2000-2017,female,white,invasive,>65,60 mo,5764,84.8,83,86.4
melanoma of the skin,2000-2017,female,white,invasive,>65,72 mo,5764,82.8,80.8,84.7
melanoma of the skin,2000-2017,female,white,invasive,>65,84 mo,5764,81.1,78.8,83.2
melanoma of the skin,2000-2017,female,white,invasive,>65,96 mo,5764,79.7,77.1,82
melanoma of the skin,2000-2017,female,white,invasive,>65,108 mo,5764,78.8,76,81.4
melanoma of the skin,2000-2017,female,white,invasive,>65,120 mo,5764,78.5,75.1,81.4
melanoma of the skin,2000-2017,female,white,early,all ages,0 mo,21294,100,NA,NA
melanoma of the skin,2000-2017,female,white,early,all ages,12 mo,21294,100,NA,NA
melanoma of the skin,2000-2017,female,white,early,all ages,24 mo,21294,100,0,100
melanoma of the skin,2000-2017,female,white,early,all ages,36 mo,21294,99.7,99.1,99.9
melanoma of the skin,2000-2017,female,white,early,all ages,48 mo,21294,99.4,98.8,99.7
melanoma of the skin,2000-2017,female,white,early,all ages,60 mo,21294,99,98.4,99.4
melanoma of the skin,2000-2017,female,white,early,all ages,72 mo,21294,98.6,97.8,99.1
melanoma of the skin,2000-2017,female,white,early,all ages,84 mo,21294,98,97.2,98.6
melanoma of the skin,2000-2017,female,white,early,all ages,96 mo,21294,97.6,96.7,98.3
melanoma of the skin,2000-2017,female,white,early,all ages,108 mo,21294,97.5,96.4,98.2
melanoma of the skin,2000-2017,female,white,early,all ages,120 mo,21294,97.3,96.1,98.2
melanoma of the skin,2000-2017,female,white,early,<65,0 mo,13826,100,NA,NA
melanoma of the skin,2000-2017,female,white,early,<65,12 mo,13826,100,NA,NA
melanoma of the skin,2000-2017,female,white,early,<65,24 mo,13826,100,94.8,100
melanoma of the skin,2000-2017,female,white,early,<65,36 mo,13826,99.8,99.5,100
melanoma of the skin,2000-2017,female,white,early,<65,48 mo,13826,99.7,99.4,99.9
melanoma of the skin,2000-2017,female,white,early,<65,60 mo,13826,99.7,99.3,99.9
melanoma of the skin,2000-2017,female,white,early,<65,72 mo,13826,99.6,99.2,99.8
melanoma of the skin,2000-2017,female,white,early,<65,84 mo,13826,99.5,99,99.8
melanoma of the skin,2000-2017,female,white,early,<65,96 mo,13826,99.5,98.9,99.7
melanoma of the skin,2000-2017,female,white,early,<65,108 mo,13826,99.4,98.8,99.7
melanoma of the skin,2000-2017,female,white,early,<65,120 mo,13826,99.4,98.8,99.7
melanoma of the skin,2000-2017,female,white,early,>65,0 mo,7468,100,NA,NA
melanoma of the skin,2000-2017,female,white,early,>65,12 mo,7468,100,NA,NA
